12Z 03 02 2017, 0.00, 16.10
18Z 03 02 2017, 0.00, 18.12
00Z 04 02 2017, 0.00, 17.60
06Z 04 02 2017, 0.00, 12.51
12Z 04 02 2017, 0.00, 12.40
18Z 04 02 2017, 0.00, 8.27
00Z 05 02 2017, 0.00, 11.32
06Z 05 02 2017, 0.00, 14.61
12Z 05 02 2017, 0.00, 13.29
18Z 05 02 2017, 0.00, 12.16
00Z 06 02 2017, 0.00, 11.18
06Z 06 02 2017, 0.00, 9.55
12Z 06 02 2017, 0.00, 8.07
18Z 06 02 2017, 0.00, 7.50
00Z 07 02 2017, 0.00, 8.28
06Z 07 02 2017, 1.17, 6.53
12Z 07 02 2017, 0.00, 5.92
18Z 07 02 2017, 1.79, 6.21
00Z 08 02 2017, 1.02, 5.77
06Z 08 02 2017, 0.15, 4.92
12Z 08 02 2017, 0.00, 4.90
18Z 08 02 2017, 0.03, 5.06
00Z 09 02 2017, 0.00, 5.10
06Z 09 02 2017, 0.00, 4.80
12Z 09 02 2017, 0.00, 4.31
18Z 09 02 2017, 0.00, 6.84
00Z 10 02 2017, 0.00, 7.94
06Z 10 02 2017, 0.00, 8.43
12Z 10 02 2017, 0.00, 8.81
18Z 10 02 2017, 0.00, 9.92
00Z 11 02 2017, 0.00, 10.41
06Z 11 02 2017, 0.00, 10.70
12Z 11 02 2017, 0.00, 10.45
18Z 11 02 2017, 0.00, 9.81
00Z 12 02 2017, 0.00, 9.25
06Z 12 02 2017, 0.00, 8.37
12Z 12 02 2017, 0.00, 8.32
18Z 12 02 2017, 0.00, 9.01
00Z 13 02 2017, 0.00, 8.83
06Z 13 02 2017, 0.00, 5.97
12Z 13 02 2017, 0.00, 4.83
00Z 14 02 2017, 0.00, 5.07
06Z 14 02 2017, 0.00, 4.61
12Z 14 02 2017, 0.00, 6.94
18Z 14 02 2017, 0.00, 7.93
00Z 15 02 2017, 0.00, 8.67
06Z 15 02 2017, 0.00, 8.57
12Z 15 02 2017, 0.00, 9.19
18Z 15 02 2017, 0.00, 9.07
00Z 16 02 2017, 0.00, 8.96
06Z 16 02 2017, 0.00, 7.65
12Z 16 02 2017, 0.00, 14.84
18Z 16 02 2017, 0.00, 15.14
00Z 17 02 2017, 0.00, 15.76
06Z 17 02 2017, 0.00, 10.87
12Z 17 02 2017, 0.00, 12.85
18Z 17 02 2017, 0.00, 12.66
00Z 18 02 2017, 1.13, 10.92
06Z 18 02 2017, 5.81, 10.94
12Z 18 02 2017, 5.90, 9.33
18Z 18 02 2017, 0.00, 7.99
00Z 19 02 2017, 0.25, 7.54
06Z 19 02 2017, 0.00, 8.16
12Z 19 02 2017, 0.00, 8.04
18Z 19 02 2017, 0.00, 13.59
00Z 20 02 2017, 0.00, 11.91
06Z 20 02 2017, 0.00, 10.96
12Z 20 02 2017, 0.00, 14.71
18Z 20 02 2017, 0.00, 23.22
00Z 21 02 2017, 0.00, 19.73
06Z 21 02 2017, 11.24, 15.02
12Z 21 02 2017, 8.51, 15.08
18Z 21 02 2017, 0.00, 9.09
00Z 22 02 2017, 0.00, 10.10
06Z 22 02 2017, 0.00, 21.18
12Z 22 02 2017, 5.31, 19.69
18Z 22 02 2017, 0.00, 16.25
00Z 23 02 2017, 0.00, 7.54
06Z 23 02 2017, 0.00, 11.08
12Z 23 02 2017, 0.06, 18.14
18Z 23 02 2017, 0.00, 16.48
00Z 24 02 2017, 9.92, 11.39
06Z 24 02 2017, 0.00, 12.06
12Z 24 02 2017, 3.76, 8.65
18Z 24 02 2017, 5.61, 4.60
00Z 25 02 2017, 0.00, 6.22
06Z 25 02 2017, 0.00, 6.42
12Z 25 02 2017, 0.00, 8.50
18Z 25 02 2017, 0.00, 13.73
00Z 26 02 2017, 0.00, 14.86
06Z 26 02 2017, 0.00, 15.89
12Z 26 02 2017, 0.00, 15.70
18Z 26 02 2017, 0.00, 12.88
00Z 27 02 2017, 0.00, 11.28
06Z 27 02 2017, 0.00, 11.47
12Z 27 02 2017, 11.51, 9.62
18Z 27 02 2017, 0.00, 9.91
00Z 28 02 2017, 0.00, 10.56
06Z 28 02 2017, 0.00, 15.18
12Z 28 02 2017, 1.67, 9.74
00Z 01 03 2017, 0.00, 10.32
06Z 01 03 2017, 0.00, 6.85
12Z 01 03 2017, 0.00, 7.75
18Z 01 03 2017, 11.59, 10.19
00Z 02 03 2017, 0.24, 10.87
06Z 02 03 2017, 0.00, 14.44
12Z 02 03 2017, 14.05, 8.92
18Z 02 03 2017, 20.21, 11.11
00Z 03 03 2017, 0.00, 10.70
06Z 03 03 2017, 0.00, 6.92
12Z 03 03 2017, 0.00, 7.05
18Z 03 03 2017, 0.00, 6.01
00Z 04 03 2017, 0.00, 10.93
06Z 04 03 2017, 0.00, 11.57
12Z 04 03 2017, 0.00, 11.23
18Z 04 03 2017, 0.00, 10.27
00Z 05 03 2017, 0.00, 13.52
06Z 05 03 2017, 0.00, 12.92
12Z 05 03 2017, 10.33, 12.85
18Z 05 03 2017, 12.70, 10.47
00Z 06 03 2017, 49.63, 9.39
06Z 06 03 2017, 2.83, 11.50
12Z 06 03 2017, 0.00, 12.51
18Z 06 03 2017, 0.00, 11.64
00Z 07 03 2017, 0.00, 12.50
06Z 07 03 2017, 0.00, 12.33
12Z 07 03 2017, 0.00, 9.87
18Z 07 03 2017, 2.18, 9.36
00Z 08 03 2017, 1.06, 9.28
06Z 08 03 2017, 0.00, 9.59
12Z 08 03 2017, 2.03, 8.89
18Z 08 03 2017, 0.02, 11.21
00Z 09 03 2017, 1.73, 15.62
06Z 09 03 2017, 3.13, 10.21
12Z 09 03 2017, 1.66, 7.87
18Z 09 03 2017, 0.00, 9.34
00Z 10 03 2017, 5.81, 11.90
06Z 10 03 2017, 0.00, 12.74
12Z 10 03 2017, 7.79, 8.70
18Z 10 03 2017, 14.25, 10.02
00Z 11 03 2017, 4.34, 8.63
06Z 11 03 2017, 0.76, 9.41
12Z 11 03 2017, 11.71, 11.24
18Z 11 03 2017, 0.49, 8.21
00Z 12 03 2017, 0.00, 6.08
06Z 12 03 2017, 0.00, 5.92
12Z 12 03 2017, 0.00, 6.64
18Z 12 03 2017, 0.00, 5.30
00Z 13 03 2017, 0.19, 5.41
06Z 13 03 2017, 0.00, 5.74
12Z 13 03 2017, 0.00, 6.32
18Z 13 03 2017, 0.00, 8.16
00Z 14 03 2017, 0.00, 9.06
06Z 14 03 2017, 0.00, 11.50
12Z 14 03 2017, 0.00, 15.67
18Z 14 03 2017, 0.09, 14.59
00Z 15 03 2017, 0.00, 16.64
06Z 15 03 2017, 0.00, 12.33
12Z 15 03 2017, 0.22, 7.11
18Z 15 03 2017, 0.00, 6.91
00Z 16 03 2017, 0.00, 8.36
06Z 16 03 2017, 0.00, 9.29
12Z 16 03 2017, 0.00, 12.70
18Z 16 03 2017, 0.00, 11.13
00Z 17 03 2017, 0.00, 9.26
06Z 17 03 2017, 0.00, 13.79
12Z 17 03 2017, 5.93, 14.56
18Z 17 03 2017, 6.10, 11.51
00Z 18 03 2017, 0.00, 10.68
06Z 18 03 2017, 0.00, 14.27
12Z 18 03 2017, 13.26, 12.58
18Z 18 03 2017, 0.24, 7.95
00Z 19 03 2017, 0.00, 6.12
06Z 19 03 2017, 0.00, 5.11
12Z 19 03 2017, 0.00, 13.54
18Z 19 03 2017, 0.00, 20.40
00Z 20 03 2017, 0.00, 18.54
06Z 20 03 2017, 0.00, 16.94
12Z 20 03 2017, 5.33, 19.36
18Z 20 03 2017, 4.88, 20.04
00Z 21 03 2017, 0.00, 19.52
06Z 21 03 2017, 0.00, 15.70
12Z 21 03 2017, 30.75, 17.80
18Z 21 03 2017, 0.00, 14.57
00Z 22 03 2017, 0.00, 10.58
06Z 22 03 2017, 0.00, 6.21
12Z 22 03 2017, 0.00, 6.48
18Z 22 03 2017, 0.00, 7.85
00Z 23 03 2017, 0.00, 13.20
06Z 23 03 2017, 0.00, 16.83
12Z 23 03 2017, 0.00, 18.05
18Z 23 03 2017, 0.67, 15.11
00Z 24 03 2017, 0.00, 10.32
06Z 24 03 2017, 0.00, 7.45
12Z 24 03 2017, 0.00, 6.89
18Z 24 03 2017, 0.00, 8.46
00Z 25 03 2017, 0.00, 8.71
06Z 25 03 2017, 0.00, 11.68
12Z 25 03 2017, 0.00, 12.94
18Z 25 03 2017, 0.00, 13.00
00Z 26 03 2017, 0.00, 11.68
06Z 26 03 2017, 0.00, 13.10
12Z 26 03 2017, 0.00, 9.62
18Z 26 03 2017, 0.00, 10.84
00Z 27 03 2017, 0.00, 11.72
06Z 27 03 2017, 0.00, 12.25
12Z 27 03 2017, 0.00, 11.59
18Z 27 03 2017, 0.00, 12.02
00Z 28 03 2017, 0.00, 11.42
06Z 28 03 2017, 0.00, 9.43
12Z 28 03 2017, 0.00, 10.36
18Z 28 03 2017, 0.00, 10.52
00Z 29 03 2017, 0.00, 13.51
06Z 29 03 2017, 0.00, 15.16
12Z 29 03 2017, 7.87, 18.54
18Z 29 03 2017, 13.71, 20.77
00Z 30 03 2017, 14.52, 15.74
06Z 30 03 2017, 0.00, 21.80
12Z 30 03 2017, 0.78, 22.35
18Z 30 03 2017, 13.64, 22.70
00Z 31 03 2017, 0.00, 20.45
06Z 31 03 2017, 0.00, 17.89
12Z 31 03 2017, 0.00, 16.45
00Z 01 04 2017, 0.00, 13.21
06Z 01 04 2017, 0.00, 13.32
12Z 01 04 2017, 0.00, 14.08
18Z 01 04 2017, 3.38, 16.74
00Z 02 04 2017, 0.00, 16.59
06Z 02 04 2017, 0.00, 18.39
12Z 02 04 2017, 0.00, 18.11
18Z 02 04 2017, 5.33, 19.23
00Z 03 04 2017, 0.00, 17.34
06Z 03 04 2017, 2.27, 14.24
12Z 03 04 2017, 0.00, 12.60
18Z 03 04 2017, 7.15, 11.72
00Z 04 04 2017, 13.50, 11.81
06Z 04 04 2017, 0.00, 14.59
12Z 04 04 2017, 0.00, 18.68
18Z 04 04 2017, 0.00, 18.61
00Z 05 04 2017, 0.00, 18.59
06Z 05 04 2017, 0.00, 18.10
12Z 05 04 2017, 13.23, 16.69
18Z 05 04 2017, 1.69, 15.63
00Z 06 04 2017, 1.15, 10.54
06Z 06 04 2017, 3.45, 8.71
12Z 06 04 2017, 18.59, 10.08
18Z 06 04 2017, 5.68, 12.97
00Z 07 04 2017, 0.00, 17.15
06Z 07 04 2017, 0.00, 19.61
12Z 07 04 2017, 0.22, 19.21
18Z 07 04 2017, 0.41, 18.49
00Z 08 04 2017, 1.36, 14.99
06Z 08 04 2017, 0.00, 17.88
12Z 08 04 2017, 6.68, 17.39
18Z 08 04 2017, 7.77, 14.22
00Z 09 04 2017, 15.05, 14.36
06Z 09 04 2017, 6.22, 12.88
12Z 09 04 2017, 0.24, 10.93
18Z 09 04 2017, 0.00, 10.34
00Z 10 04 2017, 0.00, 8.46
06Z 10 04 2017, 0.00, 9.77
12Z 10 04 2017, 0.00, 12.98
18Z 10 04 2017, 0.80, 11.70
00Z 11 04 2017, 0.00, 8.99
06Z 11 04 2017, 1.16, 8.22
12Z 11 04 2017, 0.00, 11.19
18Z 11 04 2017, 27.58, 11.05
00Z 12 04 2017, 0.00, 16.62
06Z 12 04 2017, 0.00, 18.51
12Z 12 04 2017, 19.14, 17.75
18Z 12 04 2017, 11.69, 19.88
00Z 13 04 2017, 4.71, 15.45
06Z 13 04 2017, 0.02, 10.28
12Z 13 04 2017, 71.09, 9.84
18Z 13 04 2017, 15.37, 11.40
00Z 14 04 2017, 1.09, 9.96
06Z 14 04 2017, 0.00, 10.36
12Z 14 04 2017, 0.00, 9.52
18Z 14 04 2017, 37.92, 10.89
00Z 15 04 2017, 0.00, 13.51
06Z 15 04 2017, 0.00, 11.93
12Z 15 04 2017, 10.74, 17.26
18Z 15 04 2017, 5.75, 9.74
00Z 16 04 2017, 0.00, 7.06
06Z 16 04 2017, 0.00, 10.47
12Z 16 04 2017, 3.78, 11.28
18Z 16 04 2017, 0.34, 10.76
00Z 17 04 2017, 6.97, 10.65
06Z 17 04 2017, 1.78, 8.60
12Z 17 04 2017, 0.00, 9.34
18Z 17 04 2017, 108.08, 8.83
00Z 18 04 2017, 16.15, 9.63
06Z 18 04 2017, 2.28, 9.59
12Z 18 04 2017, 15.05, 8.26
18Z 18 04 2017, 27.83, 8.32
00Z 19 04 2017, 0.00, 6.86
06Z 19 04 2017, 0.00, 4.75
12Z 19 04 2017, 0.00, 5.54
18Z 19 04 2017, 24.62, 6.53
00Z 20 04 2017, 0.00, 5.19
06Z 20 04 2017, 0.00, 4.99
12Z 20 04 2017, 0.53, 6.59
18Z 20 04 2017, 2.43, 7.94
00Z 21 04 2017, 0.00, 11.96
06Z 21 04 2017, 0.00, 13.18
12Z 21 04 2017, 0.00, 15.87
18Z 21 04 2017, 0.12, 16.00
00Z 22 04 2017, 5.41, 16.50
06Z 22 04 2017, 0.00, 7.54
12Z 22 04 2017, 17.32, 8.55
18Z 22 04 2017, 0.00, 11.01
00Z 23 04 2017, 14.48, 9.58
06Z 23 04 2017, 11.77, 8.94
12Z 23 04 2017, 0.00, 10.24
18Z 23 04 2017, 12.39, 9.64
00Z 24 04 2017, 0.00, 9.13
06Z 24 04 2017, 0.00, 10.61
12Z 24 04 2017, 0.00, 11.18
18Z 24 04 2017, 3.39, 12.27
00Z 25 04 2017, 0.00, 12.94
06Z 25 04 2017, 0.00, 13.41
12Z 25 04 2017, 3.83, 15.14
18Z 25 04 2017, 77.16, 11.19
00Z 26 04 2017, 0.00, 8.02
06Z 26 04 2017, 0.00, 9.24
12Z 26 04 2017, 35.59, 10.67
18Z 26 04 2017, 6.21, 10.19
00Z 27 04 2017, 3.69, 10.35
06Z 27 04 2017, 0.00, 9.86
12Z 27 04 2017, 22.56, 9.50
18Z 27 04 2017, 25.39, 10.01
00Z 28 04 2017, 0.00, 10.04
06Z 28 04 2017, 0.00, 10.49
12Z 28 04 2017, 69.86, 11.71
18Z 28 04 2017, 10.01, 10.87
00Z 29 04 2017, 12.39, 10.26
06Z 29 04 2017, 0.59, 11.10
12Z 29 04 2017, 4.07, 8.17
18Z 29 04 2017, 17.10, 9.15
00Z 30 04 2017, 0.00, 8.40
06Z 30 04 2017, 0.00, 8.41
12Z 30 04 2017, 0.00, 7.92
